csv_scheddate,sc_code,VisitCount
3/3/18,MU11H,9
3/3/18,LPN09H,9
3/3/18,IPSN48H,9
3/3/18,SN70HPM,8
3/3/18,SN70HAM,7
3/3/18,LPN88H,7
3/3/18,RN88H,6
3/3/18,IPSW11H,5
3/3/18,AGLPN70HAM,5
3/3/18,HLIH,4
3/3/18,VOL75HR,3
3/3/18,CH11H,3
3/3/18,MU01H,3
3/3/18,SNTRNSIN,2
3/3/18,RN18H,2
3/3/18,CNA70HAM,2
3/3/18,VOL75HP,1
3/3/18,VOL75HA,1
3/3/18,RN02H,1
3/3/18,CNA70HPM,1
3/3/18,IPSN96H,1
3/3/18,IPTRNOUT,1
3/3/18,PT01H,1
3/4/18,CNA11H,120
3/4/18,IPCNA11HAM,72
3/4/18,IPCNA11HPM,72
3/4/18,SNOCH,54
3/4/18,RN70H,51
3/4/18,IPSN09HAM,49
3/4/18,SNIH,43
3/4/18,IPSN09HPM,37
3/4/18,IPRN11HPM,35
3/4/18,RN11H,34
3/4/18,IPRN11HAM,32
3/4/18,RN09H,20
3/4/18,VOL75HC,19
3/4/18,LPN70HAM,18
3/4/18,LPN70HPM,17
3/4/18,SN09H,16
3/4/18,AGLPN70HPM,15
3/4/18,RN00H,14
3/4/18,SN96H,13
3/4/18,SN48H,11
3/4/18,EMERG-PREP,11
3/4/18,SN70HPM,11
3/4/18,RN08H,11
3/4/18,IPEMERPREP,8
3/4/18,IPSW01H,7
3/4/18,LPN88H,7
3/4/18,CNA11HN,6
3/4/18,IPRN08H,6
3/4/18,AGLPN70HAM,5
3/4/18,RN88H,5
3/4/18,SN70HAM,5
3/4/18,LPN09H,5
3/4/18,IPSN48H,5
3/4/18,IPSN96H,4
3/4/18,IPTRNOUT,4
3/4/18,IPSN88H,4
3/4/18,CNA70HAM,3
3/4/18,SNTRNSIN,2
3/4/18,CL60,2
3/4/18,IPSW11H,1
3/4/18,SW01H,1
3/4/18,AGRN70HAM,1
3/4/18,HLIH,1
3/4/18,RN18H,1
3/4/18,SW11HP,1
3/5/18,CNA11H,998
3/5/18,RN11H,755
3/5/18,SW11H,236
3/5/18,CH11H,155
3/5/18,SNIH,85
3/5/18,IPCNA11HAM,77
3/5/18,MU11H,76
3/5/18,IPCNA11HPM,64
3/5/18,PHY-VIS,64
3/5/18,RN70H,53
3/5/18,EMERG-PREP,51
3/5/18,RN02H,43
3/5/18,SW01H,42
3/5/18,CH01H,41
3/5/18,RN09H,41
3/5/18,IPSN09HAM,40
3/5/18,IPSN09HPM,39
3/5/18,IPRN11HAM,39
3/5/18,CNA11HN,38
3/5/18,SNOCH,36
3/5/18,RN00H,34
3/5/18,MU01H,33
3/5/18,IPRN11HPM,33
3/5/18,IPCH01H,29
3/5/18,SN09H,21
3/5/18,IPSW11H,21
3/5/18,PHY-HF2F,21
3/5/18,SN70HAM,19
3/5/18,LPN70HAM,18
3/5/18,VOL75HC,18
3/5/18,AGLPN70HPM,17
3/5/18,IPEMERPREP,16
3/5/18,IPRN08H,13
3/5/18,IPSW01H,13
3/5/18,IPSN88H,13
3/5/18,LPN70HPM,12
3/5/18,SN96H,10
3/5/18,SN70HPM,9
3/5/18,NP-HF2F,9
3/5/18,VOL75HP,8
3/5/18,RN08H,8
3/5/18,IPCH11H,8
3/5/18,SN48H,6
3/5/18,CH11HP,6
3/5/18,LPN09H,6
3/5/18,IPSN48H,5
3/5/18,IPSN96H,5
3/5/18,BE72H,5
3/5/18,SNPLHN,4
3/5/18,VOL75HR,4
3/5/18,LPN88H,4
3/5/18,SNTRNSIN,3
3/5/18,SW11HP,3
3/5/18,RN18H,2
3/5/18,IPTRNOUT,2
3/5/18,BE72HA,2
3/5/18,RN88H,2
3/5/18,CNA70HAM,2
3/5/18,PT01H,1
3/5/18,LPN18H,1
3/5/18,RN11,1
3/5/18,CH72H,1
3/5/18,PTA11,1
3/5/18,VOL75HA,1
3/5/18,AGLPN70HAM,1
3/5/18,SW88H,1
3/5/18,RN18,1
3/6/18,CNA11H,897
3/6/18,RN11H,749
3/6/18,SW11H,245
3/6/18,CH11H,145
3/6/18,SNIH,99
3/6/18,MU11H,83
3/6/18,IPCNA11HAM,75
3/6/18,EMERG-PREP,67
3/6/18,PHY-VIS,64
3/6/18,IPCNA11HPM,59
3/6/18,RN70H,51
3/6/18,RN02H,49
3/6/18,RN00H,47
3/6/18,SNOCH,42
3/6/18,CNA11HN,40
3/6/18,IPRN11HAM,40
3/6/18,VOL75HC,39
3/6/18,IPSN09HAM,37
3/6/18,RN09H,37
3/6/18,IPSN09HPM,36
3/6/18,MU01H,34
3/6/18,IPRN11HPM,32
3/6/18,SW01H,32
3/6/18,LPN70HAM,30
3/6/18,CH01H,26
3/6/18,IPSW01H,21
3/6/18,IPSW11H,19
3/6/18,IPEMERPREP,17
3/6/18,PHY-HF2F,17
3/6/18,IPCH01H,16
3/6/18,AGLPN70HPM,16
3/6/18,IPRN08H,15
3/6/18,IPSN88H,14
3/6/18,RN08H,14
3/6/18,SN70HPM,14
3/6/18,IPCH11H,14
3/6/18,BE72H,13
3/6/18,SN96H,13
3/6/18,SW11HP,12
3/6/18,NP-HF2F,11
3/6/18,VOL75HR,11
3/6/18,SN09H,10
3/6/18,LPN70HPM,10
3/6/18,SN70HAM,9
3/6/18,SNPLHN,6
3/6/18,LPN09H,6
3/6/18,RN88H,4
3/6/18,CL60,4
3/6/18,VOL75HP,3
3/6/18,SNTRNSIN,3
3/6/18,LPN88H,3
3/6/18,SWOCH,3
3/6/18,CNA70HAM,3
3/6/18,SN48H,3
3/6/18,IPTRNOUT,3
3/6/18,IPSN96H,2
3/6/18,RN07H,2
3/6/18,VOL75HE,2
3/6/18,RN18H,2
3/6/18,CH72H,2
3/6/18,BE72HA,2
3/6/18,VOL75VA,1
3/6/18,CH11HP,1
3/6/18,PT01H,1
3/6/18,ST01H,1
3/6/18,VOL75HT,1
3/6/18,MS72H,1
3/6/18,CNA70HPM,1
3/7/18,CNA11H,973
3/7/18,RN11H,755
3/7/18,SW11H,248
3/7/18,CH11H,164
3/7/18,MU11H,95
3/7/18,EMERG-PREP,89
3/7/18,SNIH,87
3/7/18,RN09H,84
3/7/18,IPCNA11HPM,74
3/7/18,PHY-VIS,72
3/7/18,IPCNA11HAM,66
3/7/18,RN02H,56
3/7/18,RN70H,54
3/7/18,RN00H,48
3/7/18,IPSN09HPM,43
3/7/18,IPSN09HAM,40
3/7/18,VOL75HC,39
3/7/18,CNA11HN,39
3/7/18,SNOCH,38
3/7/18,IPRN11HPM,38
3/7/18,CH01H,37
3/7/18,IPRN11HAM,36
3/7/18,SW01H,33
3/7/18,IPSW11H,25
3/7/18,RN08H,21
3/7/18,IPEMERPREP,20
3/7/18,SN09H,19
3/7/18,PHY-HF2F,17
3/7/18,LPN70HAM,16
3/7/18,IPRN08H,16
3/7/18,AGLPN70HPM,16
3/7/18,VOL75HR,15
3/7/18,IPCH01H,15
3/7/18,SW11HP,14
3/7/18,LPN70HPM,14
3/7/18,MU01H,13
3/7/18,SN70HAM,13
3/7/18,SN70HPM,13
3/7/18,IPSW01H,12
3/7/18,BE72H,11
3/7/18,CH11HP,10
3/7/18,NP-HF2F,9
3/7/18,SN96H,9
3/7/18,IPCH11H,9
3/7/18,LPN09H,8
3/7/18,SNTRNSIN,6
3/7/18,AGLPN70HAM,6
3/7/18,SNPLHN,6
3/7/18,IPSN88H,5
3/7/18,RN18H,5
3/7/18,LPN88H,5
3/7/18,IPSN48H,5
3/7/18,RN88H,4
3/7/18,SN48H,3
3/7/18,VOL75HM,3
3/7/18,VOL75HP,3
3/7/18,CL60,3
3/7/18,BE72HA,3
3/7/18,CNA70HAM,2
3/7/18,SWOCH,2
3/7/18,IPSN96H,2
3/7/18,CNA70HPM,1
3/7/18,RN07H,1
3/7/18,IPTRNOUT,1
3/7/18,PT01H,1
3/7/18,VOL75HE,1
3/7/18,LPN66H,1
3/8/18,CNA11H,885
3/8/18,RN11H,577
3/8/18,SW11H,229
3/8/18,CH11H,156
3/8/18,RN09H,131
3/8/18,IPCNA11HAM,94
3/8/18,SNIH,81
3/8/18,IPCNA11HPM,78
3/8/18,MU11H,71
3/8/18,EMERG-PREP,68
3/8/18,RN70H,62
3/8/18,PHY-VIS,59
3/8/18,SNOCH,51
3/8/18,VOL75HC,51
3/8/18,IPSN09HAM,50
3/8/18,IPSN09HPM,46
3/8/18,RN02H,44
3/8/18,CNA11HN,41
3/8/18,IPRN11HAM,39
3/8/18,RN00H,38
3/8/18,IPRN11HPM,33
3/8/18,SN09H,32
3/8/18,CH01H,31
3/8/18,IPSW11H,28
3/8/18,SW01H,27
3/8/18,LPN70HAM,23
3/8/18,RN08H,22
3/8/18,SW11HP,18
3/8/18,SN70HPM,18
3/8/18,AGLPN70HPM,17
3/8/18,LPN70HPM,14
3/8/18,IPEMERPREP,14
3/8/18,IPSN88H,13
3/8/18,PHY-HF2F,13
3/8/18,IPSW01H,12
3/8/18,MU01H,11
3/8/18,SN70HAM,11
3/8/18,NP-HF2F,10
3/8/18,IPCH01H,10
3/8/18,LPN09H,10
3/8/18,IPRN08H,10
3/8/18,RN88H,9
3/8/18,AGLPN70HAM,9
3/8/18,SN48H,8
3/8/18,SNTRNSIN,7
3/8/18,IPSN48H,6
3/8/18,VOL75HR,5
3/8/18,IPCH11H,5
3/8/18,LPN88H,4
3/8/18,SNPLHN,4
3/8/18,CH11HP,4
3/8/18,BE72H,3
3/8/18,SN96H,3
3/8/18,CNA70HAM,3
3/8/18,BE72HA,2
3/8/18,HLIH,2
3/8/18,IPTRNOUT,2
3/8/18,VOL75HM,2
3/8/18,VOL75HA,1
3/8/18,LPN66H,1
3/8/18,PT19,1
3/8/18,CNA70HPM,1
3/8/18,SWOCH,1
3/8/18,VOL75HP,1
3/8/18,RN18H,1
3/8/18,CH72H,1
3/8/18,RN11,1
3/9/18,CNA11H,1032
3/9/18,RN11H,598
3/9/18,SW11H,246
3/9/18,RN09H,225
3/9/18,CH11H,152
3/9/18,SNIH,81
3/9/18,IPCNA11HAM,74
3/9/18,IPCNA11HPM,71
3/9/18,RN70H,64
3/9/18,PHY-VIS,63
3/9/18,IPSN09HAM,58
3/9/18,SNOCH,57
3/9/18,EMERG-PREP,54
3/9/18,RN00H,45
3/9/18,IPSN09HPM,45
3/9/18,MU11H,45
3/9/18,CNA11HN,44
3/9/18,IPRN11HAM,40
3/9/18,SN09H,38
3/9/18,CH01H,35
3/9/18,PHY-HF2F,31
3/9/18,IPRN11HPM,29
3/9/18,RN02H,28
3/9/18,VOL75HC,27
3/9/18,SW01H,27
3/9/18,RN08H,22
3/9/18,LPN70HAM,19
3/9/18,LPN70HPM,18
3/9/18,IPSW11H,16
3/9/18,NP-HF2F,16
3/9/18,IPCH01H,15
3/9/18,SW11HP,14
3/9/18,VOL75HR,13
3/9/18,SN70HAM,13
3/9/18,MU01H,12
3/9/18,AGLPN70HAM,11
3/9/18,IPEMERPREP,11
3/9/18,LPN09H,10
3/9/18,SN48H,10
3/9/18,IPSW01H,10
3/9/18,IPRN08H,10
3/9/18,SN70HPM,10
3/9/18,IPCH11H,9
3/9/18,IPSN88H,9
3/9/18,AGLPN70HPM,9
3/9/18,IPSN48H,8
3/9/18,SNPLHN,8
3/9/18,CH11HP,6
3/9/18,SNTRNSIN,5
3/9/18,IPTRNOUT,4
3/9/18,IPSN96H,4
3/9/18,LPN88H,4
3/9/18,RN88H,4
3/9/18,CNA70HAM,3
3/9/18,VOL75HE,3
3/9/18,HLIH,3
3/9/18,LPN18H,2
3/9/18,RN18H,2
3/9/18,CNA70HPM,2
3/9/18,SN96H,2
3/9/18,CB05H,1
3/9/18,RN18,1
3/9/18,BE72H,1
3/9/18,CL60,1
3/9/18,VOL75HT,1
3/10/18,CNA11H,206
3/10/18,IPCNA11HAM,79
3/10/18,IPCNA11HPM,68
3/10/18,SNIH,66
3/10/18,SNOCH,61
3/10/18,RN11H,53
3/10/18,IPSN09HAM,50
3/10/18,RN09H,43
3/10/18,RN70H,40
3/10/18,IPRN11HPM,38
3/10/18,IPSN09HPM,36
3/10/18,EMERG-PREP,33
3/10/18,RN08H,29
3/10/18,RN00H,28
3/10/18,IPRN11HAM,24
3/10/18,LPN70HAM,24
3/10/18,CH11H,21
3/10/18,LPN70HPM,19
3/10/18,SN70HPM,17
3/10/18,SW11H,17
3/10/18,VOL75HC,16
3/10/18,SN09H,14
3/10/18,IPSN88H,14
3/10/18,SN96H,12
3/10/18,IPEMERPREP,12
3/10/18,IPRN08H,11
3/10/18,CNA11HN,11
3/10/18,LPN09H,10
3/10/18,IPSW11H,10
3/10/18,AGLPN70HPM,9
3/10/18,SN70HAM,9
3/10/18,IPSW01H,8
3/10/18,LPN88H,7
3/10/18,SN48H,7
3/10/18,HLIH,6
3/10/18,RN88H,6
3/10/18,MU11H,6
3/10/18,CNA70HPM,5
3/10/18,IPSN48H,5
3/10/18,SNTRNSIN,5
3/10/18,CNA70HAM,3
3/10/18,IPSN96H,3
3/10/18,SW01H,2
3/10/18,VOL75HR,2
3/10/18,SW11HP,2
3/10/18,LPN18H,1
3/10/18,SWOCH,1
3/10/18,PHY-VIS,1
3/10/18,SNPLHN,1
3/10/18,IPSN18H,1
3/10/18,IPTRNOUT,1
3/10/18,PT01H,1
3/11/18,CNA11H,134
3/11/18,IPCNA11HPM,67
3/11/18,IPCNA11HAM,67
3/11/18,SNOCH,61
3/11/18,SNIH,52
3/11/18,IPSN09HAM,47
3/11/18,IPSN09HPM,41
3/11/18,RN70H,41
3/11/18,RN11H,39
3/11/18,RN09H,30
3/11/18,IPRN11HPM,28
3/11/18,RN00H,27
3/11/18,IPRN11HAM,27
3/11/18,LPN70HAM,20
3/11/18,EMERG-PREP,18
3/11/18,RN08H,17
3/11/18,LPN70HPM,17
3/11/18,SN09H,16
3/11/18,IPEMERPREP,15
3/11/18,IPSN88H,14
3/11/18,SN70HPM,14
3/11/18,SN96H,12
3/11/18,IPRN08H,12
3/11/18,SN48H,12
3/11/18,VOL75HC,11
3/11/18,SN70HAM,10
3/11/18,LPN09H,9
3/11/18,RN88H,8
3/11/18,IPSW11H,8
3/11/18,LPN88H,7
3/11/18,CNA11HN,6
3/11/18,IPSN96H,5
3/11/18,AGLPN70HPM,4
3/11/18,IPSW01H,3
3/11/18,SNTRNSIN,3
3/11/18,CNA70HAM,3
3/11/18,HLIH,2
3/11/18,IPTRNOUT,2
3/11/18,RN02H,2
3/11/18,RN18H,2
3/11/18,LPN18H,1
3/11/18,SW11HP,1
3/11/18,IPSN48H,1
3/11/18,VOL75HP,1
3/11/18,CNA70HPM,1
3/11/18,VOL75HR,1
3/12/18,CNA11H,1006
3/12/18,RN11H,768
3/12/18,SW11H,227
3/12/18,CH11H,200
3/12/18,SNIH,85
3/12/18,IPCNA11HAM,77
3/12/18,IPCNA11HPM,71
3/12/18,EMERG-PREP,68
3/12/18,RN02H,56
3/12/18,MU11H,55
3/12/18,PHY-VIS,54
3/12/18,SW01H,52
3/12/18,RN09H,51
3/12/18,SNOCH,50
3/12/18,CH01H,50
3/12/18,RN70H,43
3/12/18,IPSN09HAM,42
3/12/18,MU01H,41
3/12/18,IPSN09HPM,40
3/12/18,CNA11HN,39
3/12/18,IPRN11HAM,37
3/12/18,RN00H,35
3/12/18,IPRN11HPM,32
3/12/18,IPCH01H,23
3/12/18,SN09H,22
3/12/18,LPN70HAM,22
3/12/18,SN70HPM,16
3/12/18,RN08H,15
3/12/18,IPSW11H,15
3/12/18,IPEMERPREP,14
3/12/18,VOL75HC,13
3/12/18,LPN70HPM,13
3/12/18,IPSW01H,13
3/12/18,IPRN08H,12
3/12/18,LPN09H,10
3/12/18,IPSN88H,10
3/12/18,PHY-HF2F,9
3/12/18,VOL75HP,9
3/12/18,IPCH11H,8
3/12/18,LPN88H,8
3/12/18,SN70HAM,8
3/12/18,NP-HF2F,7
3/12/18,RN18H,7
3/12/18,VOL75HR,6
3/12/18,RN88H,6
3/12/18,SN96H,6
3/12/18,SNPLHN,5
3/12/18,CH11HP,4
3/12/18,SW11HP,4
3/12/18,SNTRNSIN,4
3/12/18,CH72H,3
3/12/18,IPSN96H,3
3/12/18,SN48H,3
3/12/18,HLIH,3
3/12/18,IPSN48H,3
3/12/18,AGLPN70HPM,2
3/12/18,AGLPN70HAM,2
3/12/18,BE72H,2
3/12/18,BE72HA,2
3/12/18,CNA70HAM,1
3/12/18,CH18H,1
3/12/18,RN11,1
3/12/18,CH88H,1
3/12/18,CL60,1
3/12/18,MS72H,1
3/12/18,SW50H,1
3/13/18,CNA11H,914
3/13/18,RN11H,711
3/13/18,SW11H,243
3/13/18,CH11H,184
3/13/18,SNIH,100
3/13/18,EMERG-PREP,82
3/13/18,IPCNA11HPM,79
3/13/18,MU11H,74
3/13/18,IPCNA11HAM,73
3/13/18,RN02H,66
3/13/18,RN70H,49
3/13/18,RN00H,48
3/13/18,IPRN11HPM,46
3/13/18,IPSN09HAM,41
3/13/18,PHY-VIS,40
3/13/18,IPSN09HPM,39
3/13/18,SW01H,39
3/13/18,VOL75HC,38
3/13/18,MU01H,37
3/13/18,CNA11HN,36
3/13/18,SNOCH,36
3/13/18,RN09H,36
3/13/18,IPRN11HAM,36
3/13/18,CH01H,32
3/13/18,IPEMERPREP,25
3/13/18,IPRN08H,25
3/13/18,IPSW11H,22
3/13/18,LPN70HAM,21
3/13/18,RN08H,20
3/13/18,IPCH11H,20
3/13/18,IPSW01H,16
3/13/18,SN09H,14
3/13/18,SN96H,14
3/13/18,IPCH01H,14
3/13/18,SW11HP,13
3/13/18,AGLPN70HPM,13
3/13/18,SN70HAM,11
3/13/18,LPN09H,11
3/13/18,VOL75HR,11
3/13/18,IPSN88H,10
3/13/18,LPN88H,10
3/13/18,LPN70HPM,10
3/13/18,NP-HF2F,9
3/13/18,SN70HPM,8
3/13/18,PHY-HF2F,8
3/13/18,SNPLHN,6
3/13/18,CH11HP,6
3/13/18,RN88H,6
3/13/18,BE72H,6
3/13/18,SN48H,5
3/13/18,IPTRNOUT,5
3/13/18,RN07H,5
3/13/18,VOL75HP,4
3/13/18,VOL75HE,3
3/13/18,SNTRNSIN,3
3/13/18,IPSN48H,3
3/13/18,CH72H,1
3/13/18,CH88H,1
3/13/18,VOL75VA,1
3/13/18,SWOCH,1
3/13/18,CB05H,1
3/13/18,VOL75HT,1
3/13/18,BE72HA,1
3/14/18,CNA11H,972
3/14/18,RN11H,675
3/14/18,SW11H,257
3/14/18,CH11H,185
3/14/18,MU11H,94
3/14/18,IPCNA11HAM,82
3/14/18,RN09H,82
3/14/18,SNIH,79
3/14/18,IPCNA11HPM,74
3/14/18,EMERG-PREP,69
3/14/18,RN02H,55
3/14/18,IPSN09HAM,51
3/14/18,IPRN11HPM,48
3/14/18,RN00H,45
3/14/18,RN70H,43
3/14/18,IPRN11HAM,42
3/14/18,CNA11HN,40
3/14/18,VOL75HC,34
3/14/18,IPSN09HPM,33
3/14/18,SNOCH,31
3/14/18,PHY-VIS,29
3/14/18,MU01H,24
3/14/18,IPSW01H,23
3/14/18,SN09H,22
3/14/18,CH01H,20
3/14/18,IPSW11H,19
3/14/18,NP-HF2F,19
3/14/18,SW01H,18
3/14/18,LPN70HAM,17
3/14/18,VOL75HR,17
3/14/18,IPCH01H,15
3/14/18,SN70HPM,14
3/14/18,LPN70HPM,13
3/14/18,IPEMERPREP,12
3/14/18,AGLPN70HPM,12
3/14/18,PHY-HF2F,12
3/14/18,RN08H,11
3/14/18,SN70HAM,11
3/14/18,IPRN08H,10
3/14/18,IPSN88H,10
3/14/18,SW11HP,10
3/14/18,CL60,9
3/14/18,CH11HP,8
3/14/18,LPN09H,8
3/14/18,BE72H,8
3/14/18,SN48H,7
3/14/18,VOL75HP,5
3/14/18,RN88H,5
3/14/18,IPCH11H,4
3/14/18,SN96H,4
3/14/18,LPN88H,3
3/14/18,IPSN48H,3
3/14/18,IPTRNOUT,3
3/14/18,RN18H,3
3/14/18,SNPLHN,3
3/14/18,VOL-REF,2
3/14/18,SNTRNSIN,2
3/14/18,CNA70HAM,2
3/14/18,VOL75HM,1
3/14/18,CH72H,1
3/14/18,PT01H,1
3/14/18,RN66H,1
3/14/18,VOL75HT,1
3/14/18,RECERT,1
3/14/18,BE72HA,1
3/14/18,IPSN96H,1
3/14/18,CB05H,1
3/14/18,VOL75HE,1
3/15/18,CNA11H,916
3/15/18,RN11H,601
3/15/18,SW11H,217
3/15/18,CH11H,177
3/15/18,RN09H,134
3/15/18,MU11H,88
3/15/18,IPCNA11HAM,81
3/15/18,SNIH,74
3/15/18,EMERG-PREP,70
3/15/18,IPCNA11HPM,66
3/15/18,RN70H,49
3/15/18,RN02H,48
3/15/18,RN00H,46
3/15/18,SN09H,46
3/15/18,SNOCH,45
3/15/18,IPSN09HAM,44
3/15/18,VOL75HC,43
3/15/18,IPSN09HPM,39
3/15/18,IPRN11HAM,39
3/15/18,CH01H,34
3/15/18,CNA11HN,34
3/15/18,IPRN11HPM,31
3/15/18,MU01H,31
3/15/18,SW01H,29
3/15/18,PHY-VIS,25
3/15/18,RN08H,24
3/15/18,IPSW11H,21
3/15/18,LPN70HAM,19
3/15/18,SN70HPM,16
3/15/18,NP-HF2F,15
3/15/18,LPN70HPM,14
3/15/18,IPSW01H,13
3/15/18,IPCH01H,13
3/15/18,IPCH11H,13
3/15/18,SN48H,12
3/15/18,SW11HP,12
3/15/18,SN70HAM,11
3/15/18,IPSN48H,10
3/15/18,PHY-HF2F,10
3/15/18,AGLPN70HPM,9
3/15/18,IPSN88H,8
3/15/18,LPN09H,8
3/15/18,VOL75HR,7
3/15/18,SNTRNSIN,7
3/15/18,IPRN08H,6
3/15/18,IPEMERPREP,6
3/15/18,SN96H,6
3/15/18,LPN88H,5
3/15/18,SNPLHN,5
3/15/18,RN88H,5
3/15/18,BE72H,4
3/15/18,HLIH,4
3/15/18,AGLPN70HAM,4
3/15/18,CH11HP,3
3/15/18,VOL75HM,2
3/15/18,CH72H,2
3/15/18,IPSN96H,2
3/15/18,RN18H,2
3/15/18,CNA70HPM,2
3/15/18,IPTRNOUT,1
3/15/18,VOL75HA,1
3/15/18,RN18,1
3/15/18,VOL75HP,1
3/15/18,BE72HA,1
3/16/18,CNA11H,1070
3/16/18,RN11H,535
3/16/18,SW11H,246
3/16/18,RN09H,226
3/16/18,CH11H,152
3/16/18,SNIH,97
3/16/18,IPCNA11HPM,75
3/16/18,EMERG-PREP,73
3/16/18,IPCNA11HAM,69
3/16/18,RN70H,54
3/16/18,SNOCH,53
3/16/18,RN00H,52
3/16/18,RN02H,48
3/16/18,IPSN09HAM,47
3/16/18,MU11H,46
3/16/18,SN09H,41
3/16/18,IPRN11HPM,40
3/16/18,CH01H,40
3/16/18,CNA11HN,39
3/16/18,PHY-VIS,39
3/16/18,IPSN09HPM,35
3/16/18,VOL75HC,32
3/16/18,SW01H,31
3/16/18,RN08H,30
3/16/18,IPRN11HAM,29
3/16/18,LPN70HAM,26
3/16/18,IPSW11H,22
3/16/18,SW11HP,20
3/16/18,IPEMERPREP,19
3/16/18,IPRN08H,17
3/16/18,NP-HF2F,16
3/16/18,LPN70HPM,14
3/16/18,RN88H,14
3/16/18,MU01H,13
3/16/18,VOL75HR,13
3/16/18,AGLPN70HPM,13
3/16/18,SN48H,12
3/16/18,IPCH11H,11
3/16/18,SN70HAM,11
3/16/18,SN70HPM,11
3/16/18,LPN09H,10
3/16/18,IPCH01H,10
3/16/18,IPSN88H,9
3/16/18,PHY-HF2F,9
3/16/18,SN96H,8
3/16/18,IPSW01H,8
3/16/18,CH11HP,6
3/16/18,HLIH,5
3/16/18,SNPLHN,4
3/16/18,VOL75HE,3
3/16/18,LPN88H,3
3/16/18,IPTRNOUT,3
3/16/18,IPSN96H,2
3/16/18,IPSN48H,2
3/16/18,AGLPN70HAM,2
3/16/18,CNA70HAM,2
3/16/18,CH18H,1
3/16/18,VOL75HM,1
3/16/18,BE72H,1
3/16/18,CH88H,1
3/16/18,CNA70HPM,1
3/16/18,SNTRNSIN,1
3/16/18,RN18H,1
3/16/18,SWOCH,1
3/16/18,CH72H,1
3/16/18,CL60,1
3/16/18,VOL75HT,1
3/17/18,CNA11H,161
3/17/18,IPCNA11HPM,76
3/17/18,IPCNA11HAM,71
3/17/18,SNOCH,64
3/17/18,SNIH,59
3/17/18,IPSN09HAM,52
3/17/18,RN11H,50
3/17/18,IPRN11HPM,46
3/17/18,RN70H,43
3/17/18,RN09H,42
3/17/18,RN00H,38
3/17/18,IPSN09HPM,35
3/17/18,IPRN11HAM,28
3/17/18,RN08H,26
3/17/18,VOL75HC,26
3/17/18,EMERG-PREP,22
3/17/18,LPN70HAM,22
3/17/18,SW11H,21
3/17/18,SN09H,20
3/17/18,IPEMERPREP,20
3/17/18,IPRN08H,17
3/17/18,AGLPN70HPM,17
3/17/18,LPN70HPM,14
3/17/18,IPSN88H,13
3/17/18,SN96H,12
3/17/18,CNA11HN,11
3/17/18,CH11H,11
3/17/18,SN70HPM,10
3/17/18,SN48H,9
3/17/18,SN70HAM,9
3/17/18,LPN09H,8
3/17/18,IPSN96H,8
3/17/18,IPSW01H,7
3/17/18,IPSW11H,5
3/17/18,AGLPN70HAM,5
3/17/18,VOL75HR,4
3/17/18,SNTRNSIN,3
3/17/18,MU01H,3
3/17/18,RN88H,3
3/17/18,LPN88H,3
3/17/18,MU11H,2
3/17/18,SW11HP,2
3/17/18,IPSN48H,2
3/17/18,CNA70HAM,2
3/17/18,VOL75HP,1
3/17/18,LPN18H,1
3/17/18,IPTRNOUT,1
3/17/18,HLIH,1
3/17/18,CNA70HPM,1
3/17/18,IPCH11H,1
3/17/18,PT01H,1
3/17/18,RN02H,1
3/18/18,CNA11H,137
3/18/18,IPCNA11HAM,85
3/18/18,IPCNA11HPM,73
3/18/18,IPSN09HAM,55
3/18/18,SNOCH,53
3/18/18,RN70H,50
3/18/18,IPSN09HPM,49
3/18/18,SNIH,47
3/18/18,RN11H,41
3/18/18,IPRN11HAM,36
3/18/18,IPRN11HPM,32
3/18/18,RN09H,31
3/18/18,RN00H,30
3/18/18,LPN70HAM,29
3/18/18,EMERG-PREP,27
3/18/18,SN09H,21
3/18/18,RN08H,20
3/18/18,IPSW01H,16
3/18/18,LPN70HPM,15
3/18/18,AGLPN70HPM,13
3/18/18,IPEMERPREP,13
3/18/18,SN70HAM,13
3/18/18,VOL75HC,13
3/18/18,SN70HPM,13
3/18/18,IPSN88H,12
3/18/18,SN48H,12
3/18/18,IPRN08H,11
3/18/18,AGLPN70HAM,9
3/18/18,LPN09H,8
3/18/18,SN96H,8
3/18/18,RN02H,6
3/18/18,CNA11HN,6
3/18/18,LPN88H,6
3/18/18,SNTRNSIN,6
3/18/18,IPSN48H,5
3/18/18,IPCH01H,4
3/18/18,RN88H,4
3/18/18,IPSN96H,4
3/18/18,HLIH,2
3/18/18,CNA70HAM,2
3/18/18,CB05H,2
3/18/18,CNA70HPM,1
3/18/18,VOL75HR,1
3/18/18,AGRN70HAM,1
3/18/18,IPSW11H,1
3/18/18,SW11HP,1
3/18/18,VOL75HP,1
3/19/18,CNA11H,1009
3/19/18,RN11H,735
3/19/18,SW11H,223
3/19/18,CH11H,135
3/19/18,EMERG-PREP,93
3/19/18,IPCNA11HPM,84
3/19/18,IPCNA11HAM,80
3/19/18,SNIH,72
3/19/18,RN02H,67
3/19/18,MU11H,57
3/19/18,SW01H,54
3/19/18,IPSN09HPM,53
3/19/18,CH01H,51
3/19/18,IPSN09HAM,48
3/19/18,PHY-VIS,45
3/19/18,IPRN11HAM,44
3/19/18,SNOCH,42
3/19/18,RN70H,41
3/19/18,RN09H,39
3/19/18,IPRN11HPM,38
3/19/18,IPCH01H,35
