csv_scheddate,sc_code,VisitCount
1/2/17,CNA11H,947
1/2/17,RN11H,463
1/2/17,IPCNA11HAM,93
1/2/17,SW11H,92
1/2/17,IPCNA11HPM,77
1/2/17,CH11H,57
1/2/17,RN70H,57
1/2/17,SNOCH,56
1/2/17,EMERG-PREP,50
1/2/17,IPSN09HPM,50
1/2/17,IPSN09HAM,49
1/2/17,IPRN11HAM,47
1/2/17,SNIH,45
1/2/17,RN09H,40
1/2/17,MU11H,38
1/2/17,RN02H,38
1/2/17,IPRN11HPM,35
1/2/17,CNA11HN,32
1/2/17,RN00H,24
1/2/17,VOL75HC,22
1/2/17,HLIH,19
1/2/17,LPN70HAM,18
1/2/17,AGLPN70HPM,17
1/2/17,SN09H,16
1/2/17,IPRN08H,15
1/2/17,IPEMERPREP,13
1/2/17,RN08H,12
1/2/17,LPN09H,11
1/2/17,VOL75HR,9
1/2/17,IPSW01H,9
1/2/17,AGLPN70HAM,8
1/2/17,VOL75HP,8
1/2/17,IPCH01H,8
1/2/17,SN96H,8
1/2/17,LPN70HPM,7
1/2/17,LPN88H,6
1/2/17,SN70HAM,6
1/2/17,SN48H,6
1/2/17,IPSN88H,6
1/2/17,PT11H,5
1/2/17,SN70HPM,5
1/2/17,IPSN48H,4
1/2/17,SW01H,3
1/2/17,CB05H,3
1/2/17,IPSW11H,2
1/2/17,SNPLHN,2
1/2/17,PTA11,2
1/2/17,SW88H,1
1/2/17,CH11HP,1
1/2/17,NP-HF2F,1
1/2/17,RECERT,1
1/2/17,MU01H,1
1/2/17,RN88H,1
1/2/17,CH01H,1
1/2/17,VOL75HE,1
1/2/17,IPSN96H,1
1/2/17,SW11HP,1
1/3/17,CNA11H,968
1/3/17,RN11H,827
1/3/17,SW11H,201
1/3/17,CH11H,107
1/3/17,IPCNA11HAM,90
1/3/17,EMERG-PREP,90
1/3/17,RN02H,81
1/3/17,IPCNA11HPM,71
1/3/17,MU11H,68
1/3/17,SNIH,62
1/3/17,IPSN09HPM,52
1/3/17,IPRN11HAM,49
1/3/17,SNOCH,49
1/3/17,SW01H,46
1/3/17,CH01H,44
1/3/17,RN00H,41
1/3/17,IPSN09HAM,41
1/3/17,VOL75HC,40
1/3/17,IPCH01H,38
1/3/17,IPRN11HPM,35
1/3/17,CNA11HN,34
1/3/17,RN70H,33
1/3/17,HLIH,31
1/3/17,RN09H,30
1/3/17,NP-HF2F,30
1/3/17,IPSW01H,28
1/3/17,LPN70HAM,17
1/3/17,AGLPN70HPM,17
1/3/17,MU01H,17
1/3/17,SW11HP,15
1/3/17,IPSW11H,15
1/3/17,LPN70HPM,13
1/3/17,RN08H,12
1/3/17,LPN09H,12
1/3/17,AGLPN70HAM,11
1/3/17,IPRN08H,11
1/3/17,IPEMERPREP,10
1/3/17,VOL75HR,10
1/3/17,BE72H,10
1/3/17,SNPLHN,10
1/3/17,SN96H,9
1/3/17,IPSN88H,8
1/3/17,IPCH11H,7
1/3/17,LPN88H,7
1/3/17,SN70HPM,7
1/3/17,IPSN48H,7
1/3/17,RN11,7
1/3/17,VOL75HP,6
1/3/17,CH11HP,5
1/3/17,RN88H,5
1/3/17,SN09H,5
1/3/17,IPSN96H,4
1/3/17,SN48H,3
1/3/17,VOL-ASSIGN,3
1/3/17,CB05H,3
1/3/17,VOL75HE,3
1/3/17,RN18,3
1/3/17,SN70HAM,3
1/3/17,RN18H,2
1/3/17,BE72HA,2
1/3/17,RN00,1
1/3/17,VOL75VA,1
1/3/17,SN94H,1
1/3/17,LPN18H,1
1/3/17,CH72H,1
1/3/17,PTA11,1
1/3/17,RN44,1
1/3/17,CNAHHHN,1
1/3/17,SN95H,1
1/4/17,CNA11H,977
1/4/17,RN11H,794
1/4/17,SW11H,249
1/4/17,CH11H,116
1/4/17,EMERG-PREP,94
1/4/17,MU11H,80
1/4/17,IPCNA11HAM,79
1/4/17,RN02H,76
1/4/17,IPCNA11HPM,76
1/4/17,SNIH,70
1/4/17,SNOCH,53
1/4/17,RN70H,49
1/4/17,IPSN09HPM,49
1/4/17,HLIH,47
1/4/17,CH01H,45
1/4/17,IPRN11HAM,45
1/4/17,VOL75HC,44
1/4/17,IPSN09HAM,42
1/4/17,RN09H,42
1/4/17,SW01H,41
1/4/17,RN00H,38
1/4/17,IPRN11HPM,37
1/4/17,CNA11HN,28
1/4/17,LPN09H,27
1/4/17,RN08H,26
1/4/17,IPCH01H,23
1/4/17,IPSW01H,22
1/4/17,NP-HF2F,18
1/4/17,AGLPN70HPM,16
1/4/17,LPN70HAM,16
1/4/17,MU01H,15
1/4/17,IPSW11H,15
1/4/17,IPSN88H,14
1/4/17,SN70HPM,14
1/4/17,IPRN08H,13
1/4/17,AGLPN70HAM,12
1/4/17,LPN70HPM,11
1/4/17,BE72H,11
1/4/17,IPEMERPREP,10
1/4/17,SW11HP,10
1/4/17,IPCH11H,10
1/4/17,RN11,7
1/4/17,VOL75HR,7
1/4/17,CH11HP,7
1/4/17,SNPLHN,6
1/4/17,SN70HAM,6
1/4/17,IPSN48H,6
1/4/17,SN09H,5
1/4/17,LPN88H,5
1/4/17,SN96H,5
1/4/17,VOL75HP,4
1/4/17,SN48H,4
1/4/17,RN18,3
1/4/17,SN93H,3
1/4/17,VOL75HE,3
1/4/17,PT11H,3
1/4/17,IPSN96H,3
1/4/17,CL60,3
1/4/17,CH88H,2
1/4/17,RN00,2
1/4/17,CB05H,2
1/4/17,PTA11,2
1/4/17,RN18H,1
1/4/17,HH11,1
1/4/17,BE72HA,1
1/4/17,SN94H,1
1/4/17,RN66,1
1/4/17,RN88H,1
1/4/17,PTA11H,1
1/4/17,SN97H,1
1/4/17,RECERT,1
1/5/17,CNA11H,981
1/5/17,RN11H,758
1/5/17,SW11H,225
1/5/17,CH11H,136
1/5/17,MU11H,87
1/5/17,EMERG-PREP,86
1/5/17,IPCNA11HAM,86
1/5/17,SNIH,76
1/5/17,IPCNA11HPM,68
1/5/17,RN02H,66
1/5/17,RN09H,58
1/5/17,IPSN09HAM,52
1/5/17,RN70H,52
1/5/17,SNOCH,48
1/5/17,IPSN09HPM,44
1/5/17,HLIH,44
1/5/17,RN00H,42
1/5/17,IPRN11HAM,41
1/5/17,CH01H,40
1/5/17,VOL75HC,38
1/5/17,IPRN11HPM,36
1/5/17,CNA11HN,30
1/5/17,SW01H,28
1/5/17,AGLPN70HPM,25
1/5/17,NP-HF2F,24
1/5/17,LPN70HAM,21
1/5/17,RN08H,17
1/5/17,IPSW01H,17
1/5/17,AGLPN70HAM,17
1/5/17,LPN09H,17
1/5/17,IPCH01H,17
1/5/17,MU01H,15
1/5/17,IPRN08H,14
1/5/17,IPEMERPREP,13
1/5/17,IPSW11H,13
1/5/17,LPN70HPM,12
1/5/17,SW11HP,12
1/5/17,VOL75HR,11
1/5/17,IPSN88H,11
1/5/17,SN48H,11
1/5/17,SN70HPM,11
1/5/17,RN88H,10
1/5/17,RN11,10
1/5/17,IPCH11H,7
1/5/17,IPSN96H,7
1/5/17,SN09H,7
1/5/17,SN70HAM,7
1/5/17,CH11HP,6
1/5/17,VOL75HP,5
1/5/17,LPN88H,4
1/5/17,BE72H,4
1/5/17,SN96H,3
1/5/17,IPSN48H,3
1/5/17,PTA11,3
1/5/17,CB05H,3
1/5/17,SNPLHN,3
1/5/17,RN00,2
1/5/17,SN95H,2
1/5/17,PT11H,2
1/5/17,RN44,1
1/5/17,CH88H,1
1/5/17,RECERT,1
1/5/17,SN97H,1
1/5/17,CH72H,1
1/5/17,SN94H,1
1/5/17,BE72HA,1
1/5/17,RN10,1
1/5/17,VOL75HM,1
1/5/17,CHOCH,1
1/5/17,VOL-ASSIGN,1
1/5/17,VOL75HE,1
1/5/17,RN18H,1
1/6/17,CNA11H,1068
1/6/17,RN11H,675
1/6/17,SW11H,227
1/6/17,RN09H,156
1/6/17,CH11H,114
1/6/17,MU11H,87
1/6/17,EMERG-PREP,80
1/6/17,IPCNA11HAM,75
1/6/17,SNIH,72
1/6/17,IPCNA11HPM,69
1/6/17,RN70H,61
1/6/17,RN02H,57
1/6/17,RN00H,52
1/6/17,IPSN09HAM,51
1/6/17,SNOCH,51
1/6/17,IPSN09HPM,45
1/6/17,IPRN11HPM,44
1/6/17,HLIH,42
1/6/17,CNA11HN,34
1/6/17,CH01H,32
1/6/17,SW01H,31
1/6/17,IPRN11HAM,31
1/6/17,VOL75HC,29
1/6/17,AGLPN70HPM,27
1/6/17,LPN09H,27
1/6/17,AGLPN70HAM,24
1/6/17,LPN70HPM,21
1/6/17,LPN70HAM,19
1/6/17,RN08H,19
1/6/17,NP-HF2F,17
1/6/17,IPRN08H,16
1/6/17,IPSW01H,15
1/6/17,IPEMERPREP,15
1/6/17,MU01H,15
1/6/17,VOL75HR,14
1/6/17,IPCH01H,13
1/6/17,SN70HPM,11
1/6/17,IPSN88H,11
1/6/17,SN09H,10
1/6/17,IPSW11H,9
1/6/17,SN70HAM,7
1/6/17,RN11,7
1/6/17,IPCH11H,6
1/6/17,VOL75HP,6
1/6/17,SN96H,6
1/6/17,BE72H,6
1/6/17,IPSN48H,5
1/6/17,CB05H,5
1/6/17,SN48H,4
1/6/17,SW11HP,4
1/6/17,IPSN96H,4
1/6/17,PT01H,4
1/6/17,PTA11H,3
1/6/17,LPN88H,3
1/6/17,SN95H,2
1/6/17,PT11H,2
1/6/17,CH11HP,2
1/6/17,PTA11,2
1/6/17,VOL-ASSIGN,2
1/6/17,SN94H,1
1/6/17,RN88H,1
1/6/17,VOL75HO,1
1/6/17,VOL75HE,1
1/6/17,SNPLHN,1
1/6/17,HH11,1
1/6/17,CH88H,1
1/6/17,RN66H,1
1/7/17,CNA11H,168
1/7/17,IPCNA11HAM,77
1/7/17,RN11H,70
1/7/17,IPCNA11HPM,64
1/7/17,RN70H,60
1/7/17,SNOCH,60
1/7/17,SNIH,56
1/7/17,IPSN09HAM,49
1/7/17,IPSN09HPM,42
1/7/17,IPRN11HPM,39
1/7/17,IPRN11HAM,37
1/7/17,RN00H,33
1/7/17,AGLPN70HPM,30
1/7/17,LPN70HAM,23
1/7/17,AGLPN70HAM,21
1/7/17,EMERG-PREP,19
1/7/17,VOL75HC,19
1/7/17,SW11H,19
1/7/17,LPN70HPM,16
1/7/17,SN48H,16
1/7/17,SN70HAM,15
1/7/17,MU11H,14
1/7/17,RN08H,14
1/7/17,RN09H,13
1/7/17,IPSW01H,12
1/7/17,IPRN08H,12
1/7/17,CH11H,11
1/7/17,HLIH,10
1/7/17,SN96H,9
1/7/17,IPEMERPREP,8
1/7/17,SN09H,7
1/7/17,IPSN88H,7
1/7/17,IPSW11H,7
1/7/17,RN88H,7
1/7/17,SN70HPM,7
1/7/17,CNA11HN,5
1/7/17,LPN09H,5
1/7/17,LPN88H,4
1/7/17,SW01H,3
1/7/17,IPSN48H,2
1/7/17,VOL75HP,2
1/7/17,SWOCH,2
1/7/17,CB05H,2
1/7/17,CNA70HPM,2
1/7/17,IPSN96H,2
1/7/17,SW11HP,1
1/7/17,RN18H,1
1/7/17,RN66,1
1/7/17,PTA11,1
1/7/17,VOL75HE,1
1/7/17,MU01H,1
1/7/17,VOL75HT,1
1/7/17,AGRN70HPM,1
1/7/17,SW88H,1
1/7/17,RN02H,1
1/7/17,AGRN70HAM,1
1/8/17,CNA11H,131
1/8/17,IPCNA11HPM,80
1/8/17,RN11H,78
1/8/17,IPCNA11HAM,77
1/8/17,RN70H,55
1/8/17,IPSN09HAM,50
1/8/17,IPSN09HPM,50
1/8/17,SNOCH,48
1/8/17,SNIH,40
1/8/17,EMERG-PREP,40
1/8/17,IPRN11HAM,40
1/8/17,IPRN11HPM,39
1/8/17,RN08H,33
1/8/17,AGLPN70HPM,28
1/8/17,VOL75HC,26
1/8/17,RN00H,22
1/8/17,LPN70HAM,20
1/8/17,IPEMERPREP,17
1/8/17,AGLPN70HAM,15
1/8/17,LPN09H,14
1/8/17,IPRN08H,13
1/8/17,RN09H,13
1/8/17,IPSW01H,11
1/8/17,LPN70HPM,10
1/8/17,SN70HAM,10
1/8/17,SN70HPM,9
1/8/17,IPSN88H,7
1/8/17,CB05H,7
1/8/17,SN48H,6
1/8/17,SN96H,6
1/8/17,RN88H,6
1/8/17,IPSN96H,5
1/8/17,IPSN48H,4
1/8/17,CNA11HN,4
1/8/17,IPSW11H,3
1/8/17,SN09H,3
1/8/17,CNA70HPM,2
1/8/17,VOL75HM,2
1/8/17,VOL75HR,2
1/8/17,RN02H,2
1/8/17,HLIH,2
1/8/17,RN18H,1
1/8/17,LPN88H,1
1/8/17,CL60,1
1/8/17,VOL75HT,1
1/8/17,AGRN70HAM,1
1/8/17,SW01H,1
1/8/17,CH01H,1
1/8/17,VOL75HP,1
1/8/17,AGRN70HPM,1
1/9/17,CNA11H,1060
1/9/17,RN11H,756
1/9/17,SW11H,244
1/9/17,CH11H,194
1/9/17,MU11H,99
1/9/17,IPCNA11HPM,87
1/9/17,EMERG-PREP,86
1/9/17,IPCNA11HAM,85
1/9/17,SNOCH,69
1/9/17,RN02H,67
1/9/17,RN70H,66
1/9/17,IPSN09HAM,65
1/9/17,SNIH,63
1/9/17,NP-HF2F,54
1/9/17,CH01H,53
1/9/17,IPSN09HPM,51
1/9/17,IPRN11HPM,50
1/9/17,SW01H,47
1/9/17,IPRN11HAM,43
1/9/17,RN00H,39
1/9/17,AGLPN70HPM,36
1/9/17,HLIH,34
1/9/17,RN09H,33
1/9/17,CNA11HN,31
1/9/17,VOL75HC,27
1/9/17,IPCH01H,26
1/9/17,AGLPN70HAM,25
1/9/17,LPN09H,21
1/9/17,RN08H,18
1/9/17,LPN70HAM,18
1/9/17,IPSW01H,18
1/9/17,MU01H,17
1/9/17,IPRN08H,16
1/9/17,SN96H,15
1/9/17,IPEMERPREP,13
1/9/17,IPSW11H,12
1/9/17,LPN70HPM,11
1/9/17,IPSN88H,9
1/9/17,VOL75HR,8
1/9/17,SN48H,8
1/9/17,BE72H,8
1/9/17,IPCH11H,7
1/9/17,VOL75HP,7
1/9/17,SN70HPM,7
1/9/17,PHY-HF2F,7
1/9/17,RN88H,7
1/9/17,SN70HAM,6
1/9/17,LPN88H,5
1/9/17,PT11H,5
1/9/17,SW11HP,5
1/9/17,BE72HA,4
1/9/17,CB05H,4
1/9/17,SN09H,4
1/9/17,SNPLHN,3
1/9/17,PTA11,3
1/9/17,IPSN48H,3
1/9/17,RN11,2
1/9/17,CH11HP,2
1/9/17,AGRN70HPM,2
1/9/17,IPSN18H,2
1/9/17,PT01,1
1/9/17,PTA11H,1
1/9/17,RN66H,1
1/9/17,VOL75HO,1
1/9/17,AGRN70HAM,1
1/9/17,PT01H,1
1/9/17,RN15,1
1/9/17,CL60,1
1/9/17,IPSN96H,1
1/9/17,SN91H,1
1/9/17,RN00,1
1/9/17,RN07H,1
1/9/17,SN94H,1
1/9/17,CH72H,1
1/9/17,SW18H,1
1/9/17,SW88H,1
1/10/17,CNA11H,957
1/10/17,RN11H,730
1/10/17,SW11H,220
1/10/17,CH11H,176
1/10/17,IPCNA11HAM,99
1/10/17,MU11H,92
1/10/17,IPCNA11HPM,85
1/10/17,EMERG-PREP,84
1/10/17,RN70H,84
1/10/17,RN02H,65
1/10/17,IPSN09HAM,61
1/10/17,SNIH,58
1/10/17,IPRN11HPM,53
1/10/17,IPRN11HAM,51
1/10/17,IPSN09HPM,46
1/10/17,SNOCH,46
1/10/17,NP-HF2F,45
1/10/17,CH01H,40
1/10/17,VOL75HC,40
1/10/17,SW01H,38
1/10/17,AGLPN70HPM,37
1/10/17,CNA11HN,34
1/10/17,RN00H,29
1/10/17,HLIH,28
1/10/17,AGLPN70HAM,26
1/10/17,RN09H,24
1/10/17,IPSW01H,24
1/10/17,LPN70HAM,20
1/10/17,RN08H,18
1/10/17,IPSW11H,17
1/10/17,SN70HPM,17
1/10/17,IPCH01H,17
1/10/17,LPN09H,15
1/10/17,MU01H,15
1/10/17,IPSN88H,14
1/10/17,LPN70HPM,12
1/10/17,IPRN08H,12
1/10/17,SN70HAM,10
1/10/17,IPEMERPREP,10
1/10/17,BE72H,9
1/10/17,VOL75HR,9
1/10/17,IPCH11H,9
1/10/17,CH11HP,8
1/10/17,SN96H,8
1/10/17,RN88H,7
1/10/17,RN11,7
1/10/17,VOL75HP,7
1/10/17,SNPLHN,6
1/10/17,LPN88H,6
1/10/17,SW11HP,6
1/10/17,PHY-HF2F,5
1/10/17,PT11H,5
1/10/17,CB05H,5
1/10/17,IPSN96H,4
1/10/17,AGRN70HPM,2
1/10/17,IPSN48H,2
1/10/17,VOL75HH,2
1/10/17,VOL75HE,2
1/10/17,VOL-ASSIGN,2
1/10/17,BE72HA,2
1/10/17,RN10,1
1/10/17,VOL75HM,1
1/10/17,PTA11,1
1/10/17,SW18H,1
1/10/17,AGRN70HAM,1
1/10/17,RN18H,1
1/10/17,IPSN18H,1
1/10/17,SN94H,1
1/10/17,CH88H,1
1/10/17,SN09H,1
1/10/17,CNA70HAM,1
1/10/17,RECERT,1
1/11/17,CNA11H,992
1/11/17,RN11H,687
1/11/17,SW11H,250
1/11/17,CH11H,175
1/11/17,MU11H,102
1/11/17,IPCNA11HAM,99
1/11/17,EMERG-PREP,92
1/11/17,IPCNA11HPM,87
1/11/17,RN70H,78
1/11/17,RN02H,75
1/11/17,SNIH,70
1/11/17,IPSN09HAM,67
1/11/17,SNOCH,58
1/11/17,IPSN09HPM,55
1/11/17,VOL75HC,54
1/11/17,RN09H,53
1/11/17,IPRN11HPM,41
1/11/17,LPN09H,39
1/11/17,NP-HF2F,39
1/11/17,IPRN11HAM,37
1/11/17,AGLPN70HPM,35
1/11/17,HLIH,34
1/11/17,RN00H,34
1/11/17,SW01H,32
1/11/17,AGLPN70HAM,31
1/11/17,CNA11HN,29
1/11/17,CH01H,23
1/11/17,IPSW11H,23
1/11/17,LPN70HAM,22
1/11/17,MU01H,19
1/11/17,RN08H,17
1/11/17,IPCH01H,17
1/11/17,IPSW01H,16
1/11/17,LPN70HPM,15
1/11/17,IPCH11H,14
1/11/17,VOL75HR,13
1/11/17,SW11HP,13
1/11/17,IPRN08H,13
1/11/17,IPEMERPREP,11
1/11/17,IPSN88H,10
1/11/17,CH11HP,9
1/11/17,SN70HPM,8
1/11/17,SN96H,8
1/11/17,SN70HAM,6
1/11/17,BE72HA,6
1/11/17,VOL75HP,6
1/11/17,PHY-HF2F,6
1/11/17,SN48H,5
1/11/17,CB05H,4
1/11/17,SN09H,4
1/11/17,RN11,4
1/11/17,RN88H,4
1/11/17,VOL75HE,3
1/11/17,SNPLHN,3
1/11/17,BE72H,3
1/11/17,PT11H,3
1/11/17,SN94H,2
1/11/17,SW88H,2
1/11/17,IPSN96H,2
1/11/17,AGRN70HPM,2
1/11/17,VOL75HH,1
1/11/17,IPSN18H,1
1/11/17,LPN66H,1
1/11/17,LPN88H,1
1/11/17,LPN18H,1
1/11/17,RN10,1
1/11/17,PTA11,1
1/11/17,IPSN48H,1
1/11/17,VOL-ASSIGN,1
1/11/17,CH88H,1
1/11/17,PT01,1
1/12/17,CNA11H,982
1/12/17,RN11H,631
1/12/17,SW11H,231
1/12/17,CH11H,146
1/12/17,IPCNA11HAM,101
1/12/17,RN09H,95
1/12/17,MU11H,91
1/12/17,IPCNA11HPM,84
1/12/17,RN70H,84
1/12/17,EMERG-PREP,78
1/12/17,IPSN09HAM,68
1/12/17,SNIH,62
1/12/17,RN02H,59
1/12/17,IPSN09HPM,53
1/12/17,SNOCH,53
1/12/17,IPRN11HAM,49
1/12/17,IPRN11HPM,40
1/12/17,VOL75HC,38
1/12/17,RN00H,38
1/12/17,CNA11HN,36
1/12/17,NP-HF2F,35
1/12/17,SW01H,33
1/12/17,AGLPN70HPM,31
1/12/17,CH01H,31
1/12/17,LPN09H,31
1/12/17,HLIH,30
1/12/17,AGLPN70HAM,27
1/12/17,MU01H,26
1/12/17,LPN70HAM,24
1/12/17,IPSW11H,19
1/12/17,RN08H,18
1/12/17,IPSW01H,16
1/12/17,IPCH01H,16
1/12/17,SN70HPM,15
1/12/17,LPN70HPM,14
1/12/17,SW11HP,13
1/12/17,VOL75HR,12
1/12/17,IPSN88H,12
1/12/17,IPRN08H,11
1/12/17,RN88H,10
1/12/17,IPEMERPREP,10
1/12/17,CH11HP,9
1/12/17,PHY-HF2F,9
1/12/17,SN70HAM,8
1/12/17,BE72H,7
1/12/17,SN48H,6
1/12/17,IPSN48H,5
1/12/17,PT11H,5
1/12/17,SN09H,5
1/12/17,CB05H,5
1/12/17,IPCH11H,4
1/12/17,LPN88H,4
1/12/17,BE72HA,4
1/12/17,RN18H,4
1/12/17,RN11,4
1/12/17,PTA11,3
1/12/17,SW88H,3
1/12/17,VOL75HP,3
1/12/17,PT33,2
1/12/17,SNPLHN,2
1/12/17,CH72H,2
1/12/17,RN44,1
1/12/17,SN97H,1
1/12/17,CNA70HAM,1
1/12/17,PTA11H,1
1/12/17,IPSN18H,1
1/12/17,VOL-ASSIGN,1
1/12/17,SW18H,1
1/12/17,RN00,1
1/12/17,VOL75VA,1
1/12/17,VOL75HM,1
1/12/17,SN95H,1
1/12/17,AGRN70HAM,1
1/12/17,RN02,1
1/12/17,CNA70HPM,1
1/12/17,AGRN70HPM,1
1/13/17,CNA11H,1062
1/13/17,RN11H,542
1/13/17,SW11H,198
1/13/17,RN09H,195
1/13/17,CH11H,171
1/13/17,IPCNA11HAM,91
1/13/17,IPCNA11HPM,83
1/13/17,MU11H,79
1/13/17,RN70H,79
1/13/17,IPSN09HAM,69
1/13/17,EMERG-PREP,65
1/13/17,SNIH,60
1/13/17,SNOCH,49
1/13/17,IPSN09HPM,48
1/13/17,IPRN11HPM,48
1/13/17,RN02H,44
1/13/17,IPRN11HAM,40
1/13/17,VOL75HC,38
1/13/17,AGLPN70HPM,36
1/13/17,HLIH,34
1/13/17,RN00H,32
1/13/17,SW01H,30
1/13/17,CNA11HN,29
1/13/17,NP-HF2F,29
1/13/17,LPN09H,28
1/13/17,CH01H,28
1/13/17,AGLPN70HAM,27
1/13/17,LPN70HAM,20
1/13/17,RN08H,19
1/13/17,IPSW11H,18
1/13/17,IPCH01H,16
1/13/17,SW11HP,15
1/13/17,IPSW01H,15
1/13/17,MU01H,14
1/13/17,VOL75HR,13
1/13/17,IPRN08H,12
1/13/17,SN09H,12
1/13/17,LPN70HPM,11
1/13/17,SN70HAM,10
1/13/17,PHY-HF2F,10
1/13/17,RN88H,10
1/13/17,SN48H,9
1/13/17,CH11HP,9
1/13/17,IPEMERPREP,9
1/13/17,IPSN48H,8
1/13/17,IPSN88H,7
1/13/17,IPCH11H,6
1/13/17,SN96H,6
1/13/17,VOL75HP,6
1/13/17,BE72H,5
1/13/17,RN11,5
1/13/17,PTA11,4
1/13/17,CB05H,4
1/13/17,SN70HPM,4
1/13/17,LPN88H,4
1/13/17,VOL75HE,3
1/13/17,CNA70HAM,3
1/13/17,VOL-ASSIGN,3
1/13/17,BE72HA,3
1/13/17,AGRN70HPM,2
1/13/17,CNA70HPM,2
1/13/17,SW18H,1
1/13/17,CH72H,1
1/13/17,VOL75VA,1
1/13/17,SN95H,1
1/13/17,PT33,1
1/13/17,PT01,1
1/13/17,SN94H,1
1/13/17,RN18H,1
1/13/17,RD01H,1
1/13/17,AGRN70HAM,1
1/13/17,VOL75HO,1
1/13/17,SNPLHN,1
1/14/17,CNA11H,174
1/14/17,IPCNA11HAM,93
1/14/17,IPCNA11HPM,81
1/14/17,RN11H,71
1/14/17,RN70H,66
1/14/17,IPSN09HAM,64
1/14/17,IPSN09HPM,53
1/14/17,SNIH,53
1/14/17,SNOCH,44
1/14/17,IPRN11HPM,38
1/14/17,RN00H,37
1/14/17,CH11H,36
1/14/17,IPRN11HAM,34
1/14/17,LPN70HAM,33
1/14/17,RN09H,33
1/14/17,AGLPN70HPM,32
1/14/17,HLIH,24
1/14/17,SN70HAM,16
1/14/17,VOL75HC,14
1/14/17,IPSW01H,14
1/14/17,RN08H,13
1/14/17,IPSN88H,13
1/14/17,LPN09H,13
1/14/17,EMERG-PREP,13
1/14/17,LPN70HPM,13
1/14/17,SN70HPM,12
1/14/17,CNA11HN,11
1/14/17,SN48H,10
1/14/17,AGLPN70HAM,9
1/14/17,IPSW11H,7
1/14/17,LPN88H,6
1/14/17,IPEMERPREP,6
1/14/17,IPRN08H,6
1/14/17,MU11H,6
1/14/17,SW11H,6
1/14/17,RN88H,5
1/14/17,IPSN96H,4
1/14/17,SN09H,4
1/14/17,SN96H,3
1/14/17,CB05H,2
1/14/17,IPSN48H,2
1/14/17,LPN18H,1
1/14/17,RN18H,1
1/14/17,SW11HP,1
1/14/17,VOL75HP,1
1/14/17,SN-TLC,1
1/14/17,VOL75HE,1
1/14/17,PT01,1
1/14/17,IPCH01H,1
1/14/17,VOL75HR,1
1/14/17,VOL75HT,1
1/14/17,AGRN70HPM,1
1/15/17,CNA11H,121
1/15/17,IPCNA11HAM,95
1/15/17,IPCNA11HPM,77
1/15/17,RN11H,64
1/15/17,RN70H,62
1/15/17,IPSN09HAM,58
1/15/17,IPSN09HPM,57
1/15/17,SNOCH,49
1/15/17,SNIH,39
1/15/17,IPRN11HAM,38
1/15/17,IPRN11HPM,35
1/15/17,AGLPN70HPM,26
1/15/17,EMERG-PREP,24
1/15/17,LPN70HAM,23
1/15/17,RN08H,22
1/15/17,VOL75HC,20
1/15/17,RN00H,17
1/15/17,AGLPN70HAM,17
1/15/17,RN09H,14
1/15/17,HLIH,13
1/15/17,SN70HPM,13
1/15/17,LPN70HPM,11
1/15/17,IPRN08H,10
1/15/17,IPSN88H,9
1/15/17,SN70HAM,7
1/15/17,CNA11HN,7
1/15/17,IPEMERPREP,7
1/15/17,IPSN96H,6
1/15/17,SN48H,6
1/15/17,LPN88H,6
1/15/17,IPSN48H,5
1/15/17,SN96H,5
1/15/17,LPN09H,5
1/15/17,CB05H,4
1/15/17,SN09H,4
1/15/17,RN88H,4
1/15/17,IPSW01H,4
1/15/17,IPSW11H,3
1/15/17,SW11HP,3
1/15/17,AGRN70HAM,2
1/15/17,VOL75HM,2
1/15/17,AGRN70HPM,1
1/15/17,SNPLHN,1
1/15/17,RN02H,1
1/15/17,RN18H,1
1/15/17,SW88H,1
1/15/17,SWOCH,1
1/16/17,CNA11H,1030
1/16/17,RN11H,703
1/16/17,SW11H,262
1/16/17,CH11H,193
1/16/17,IPCNA11HAM,89
1/16/17,MU11H,85
1/16/17,IPCNA11HPM,80
1/16/17,EMERG-PREP,80
1/16/17,SNIH,66
1/16/17,RN02H,65
1/16/17,RN70H,58
1/16/17,IPSN09HPM,56
1/16/17,IPSN09HAM,53
1/16/17,SNOCH,48
1/16/17,IPRN11HAM,48
1/16/17,SW01H,46
1/16/17,RN00H,44
1/16/17,CH01H,42
1/16/17,IPRN11HPM,39
1/16/17,NP-HF2F,37
1/16/17,LPN09H,36
1/16/17,HLIH,35
1/16/17,RN09H,32
1/16/17,CNA11HN,32
1/16/17,AGLPN70HPM,30
1/16/17,IPCH01H,26
1/16/17,VOL75HC,23
1/16/17,MU01H,21
1/16/17,LPN70HAM,21
1/16/17,RN08H,16
1/16/17,IPSW11H,16
1/16/17,IPRN08H,16
1/16/17,IPEMERPREP,15
1/16/17,IPSW01H,15
1/16/17,LPN70HPM,14
1/16/17,IPSN88H,13
1/16/17,SN48H,11
1/16/17,SN96H,11
1/16/17,AGLPN70HAM,10
1/16/17,SW11HP,9
1/16/17,SN70HPM,9
1/16/17,BE72H,8
1/16/17,SN70HAM,8
1/16/17,SNPLHN,7
1/16/17,VOL75HP,7
1/16/17,VOL75HR,7
1/16/17,IPCH11H,6
1/16/17,LPN88H,6
1/16/17,CH11HP,6
1/16/17,RN88H,5
1/16/17,SN09H,5
1/16/17,RN11,5
